raw_daily,raw_weekly,prefecture,date,symptoms_harmonized_daily
55,31,Aichi,2019.09.02,26.715668
26,31,Aichi,2019.09.03,12.629224
59,31,Aichi,2019.09.04,28.658623
11,31,Aichi,2019.09.05,5.3431334
56,31,Aichi,2019.09.06,27.201406
28,31,Aichi,2019.09.07,13.600703
41,25,Aichi,2019.09.08,19.576181
29,25,Aichi,2019.09.09,13.846566
38,25,Aichi,2019.09.10,18.143776
26,25,Aichi,2019.09.11,12.414164
18,25,Aichi,2019.09.12,8.5944204
26,25,Aichi,2019.09.13,12.414164
55,25,Aichi,2019.09.14,26.260729
54,35,Aichi,2019.09.15,27.043407
53,35,Aichi,2019.09.16,26.542603
40,35,Aichi,2019.09.17,20.032154
26,35,Aichi,2019.09.18,13.0209
26,35,Aichi,2019.09.19,13.0209
56,35,Aichi,2019.09.20,28.045015
56,35,Aichi,2019.09.21,28.045015
37,37,Aichi,2019.09.22,17.658117
58,37,Aichi,2019.09.23,27.68029
59,37,Aichi,2019.09.24,28.157536
49,37,Aichi,2019.09.25,23.385073
26,37,Aichi,2019.09.26,12.408405
56,37,Aichi,2019.09.27,26.725798
60,37,Aichi,2019.09.28,28.634783
21,30,Aichi,2019.09.29,10.194547
40,30,Aichi,2019.09.30,19.418182
41,30,Aichi,2019.10.01,19.903637
51,30,Aichi,2019.10.02,24.758183
55,30,Aichi,2019.10.03,26.700001
19,30,Aichi,2019.10.04,9.2236366
48,30,Aichi,2019.10.05,23.301819
80,42,Aichi,2019.10.06,40.085789
81,42,Aichi,2019.10.07,40.586864
55,42,Aichi,2019.10.08,27.558981
33,42,Aichi,2019.10.09,16.535389
32,42,Aichi,2019.10.10,16.034317
60,42,Aichi,2019.10.11,30.064342
32,42,Aichi,2019.10.12,16.034317
55,48,Aichi,2019.10.13,26.106665
68,48,Aichi,2019.10.14,32.277332
82,48,Aichi,2019.10.15,38.922665
61,48,Aichi,2019.10.16,28.954664
