date,raw_daily,raw_weekly,symptoms_harmonized_daily
2017.07.07,45,36,32.614651
2017.07.08,37,36,26.81649
2017.07.09,44,38,32.414818
2017.07.10,45,38,33.15152
2017.07.11,38,38,27.994616
2017.07.12,42,38,30.941416
2017.07.13,41,38,30.204716
2017.07.14,41,38,30.204716
2017.07.15,46,38,33.888218
2017.07.16,39,37,28.357143
2017.07.17,44,37,31.992674
2017.07.18,41,37,29.811354
2017.07.19,48,37,34.9011
2017.07.20,39,37,28.357143
2017.07.21,40,37,29.084248
2017.07.22,42,37,30.538462
2017.07.23,40,38,29.369129
2017.07.24,38,38,27.900671
2017.07.25,43,38,31.571814
2017.07.26,46,38,33.774498
2017.07.27,44,38,32.306042
2017.07.28,42,38,30.837584
2017.07.29,45,38,33.040268
2017.07.30,48,36,34.911026
2017.07.31,37,36,26.910583
2017.08.01,38,36,27.637896
2017.08.02,38,36,27.637896
2017.08.03,43,36,31.274462
2017.08.04,40,36,29.092522
2017.08.05,41,36,29.819836
2017.08.06,38,36,27.83322
2017.08.07,39,36,28.565672
2017.08.08,47,36,34.425297
2017.08.09,37,36,27.100765
2017.08.10,37,36,27.100765
2017.08.11,41,36,30.030577
2017.08.12,44,36,32.227936
2017.08.13,43,39,31.973476
2017.08.14,43,39,31.973476
2017.08.15,41,39,30.48634
2017.08.16,42,39,31.229908
2017.08.17,40,39,29.742769
2017.08.18,45,39,33.460617
2017.08.19,48,39,35.691322
2017.08.20,43,37,30.536037
2017.08.21,44,37,31.246178
2017.08.22,47,37,33.376598
2017.08.23,47,37,33.376598
2017.08.24,43,37,30.536037
2017.08.25,39,37,27.695477
2017.08.26,37,37,26.275196
2017.08.27,53,42,38.605648
2017.08.28,47,42,34.235195
2017.08.29,43,42,31.321564
2017.08.30,45,42,32.778381
2017.08.31,43,42,31.321564
2017.09.01,51,42,37.14883
2017.09.02,50,42,36.420422
2017.09.03,51,42,37.601864
2017.09.04,49,42,36.127281
2017.09.05,49,42,36.127281
2017.09.06,45,42,33.178116
2017.09.07,43,42,31.703531
2017.09.08,41,42,30.228949
2017.09.09,50,42,36.864574
2017.09.10,53,45,39.348366
2017.09.11,49,45,36.378677
2017.09.12,48,45,35.636253
2017.09.13,42,45,31.181725
2017.09.14,48,45,35.636253
2017.09.15,61,45,45.287739
